tt0241527	7.6	625326
tt0295297	7.4	536058
tt0304141	7.9	533384
tt0330373	7.7	530672
tt0373889	7.5	494217
tt0417741	7.6	458230
tt0926084	7.7	463243
tt1201607	8.1	743567
tt1781796	7.6	64
tt1867094	3.0	25
tt7783322	7.1	264
tt8443702	6.8	5
